OBJECTID,A_NUMBER,A_TYPE,A_DATE,A_STATUS,A_STATUS_DATE,A_PROJECT_NAME,A_DESCRIPTION,A_USER_ID,A_CASE_PLANNER,CODE,DESCR,CODE_1,DESCR_1,USER_NAME,EMAIL,ORIG_FID,CreationDate,Creator,EditDate,Editor,x,y
14783,D1600212,PL_MINSP,8/2/2016 1:32:49 PM,APP,12/19/2016 2:41:47 PM,Hope Valley Commons Business Park ,"Construction of a 166,550 sf self-storage unit.",AMANDAHO,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,14783,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2011610.65085261,788591.020703107
14786,D2200131,PL_MINSP,4/19/2022 12:36:30 PM,APP,5/11/2023 3:33:40 PM,Bethpage Apartments Phase 2 ,"343 mutifamily units, 9 buildings ",ROBINSH,ROBINSH,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Robin Schultze,Robin.Schultze@durhamnc.gov,14786,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2050122.00514948,781510.419140607
14792,D1000193,PL_MINSP,8/26/2010 2:36:01 PM,APP,7/5/2011 9:42:03 AM,City of Durham Water Tower,"3 million gallon elevated water tower with access driveway; Neuse River basin; Suburban tier; Zoned RS-20, CN, CG. Tank located within RS-20 portion of the site.",HERALDGO,MSTOCK,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Michael Stock,Michael.Stock@durhamnc.gov,14792,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2048914.9539776,798958.424609363
14794,A1100001,PL_CPAA,12/23/2010 12:00:00 AM,APP,8/9/2011 8:55:57 AM,Auto Zone,Applicant proposes to amend the Future Land Use Map for two parcels from Low Density Residential (4 DU/Ac. or Less) to Commercial.,TDANNER,HBERG,APP,Approved,PL_CPAA,Comprehensive Plan Map or Plan Amendment,,,14794,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2060610.84030573,810816.317187488
14796,D1600333,PL_MINSP,11/22/2016 2:07:33 PM,APP,7/12/2017 7:25:28 AM,The Meadows at Colony Park (RE-DESIGNED),60 lot Residential Subdivision,LEEDA,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,14796,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2012047.2946026,812584.323437482
14812,D0700573,PL_SSP_SM,11/20/2007 9:15:23 AM,APP,8/14/2009 5:08:41 PM,Contractor's Equipment Yard Amendment,Request for cost proportionality for sidewalk,SHB,SHB,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Susan Harrison-Brown,Susan.Harrison-Brown@durhamnc.gov,14812,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2041748.8258526,827839.063281238
14818,Z2100014,D_REZ,3/8/2021 12:00:00 AM,APP,7/25/2023 3:50:40 PM,East Cornwallis Commercial,A small independent car dealership ,JOANNEG,DCULTRA,APP,Approved,D_REZ,Zoning Map Change,Danny Cultra,Danny.Cultra@durhamnc.gov,14818,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2030118.73600885,797267.542578101
14819,D2100413,PL_MINSP,11/18/2021 12:25:36 PM,APP,5/5/2022 10:06:32 AM,United Therapeutics Heliport,"Proposed 1,400 SF building utilizing Shipping Containers for 2 Pilot Stations, Conference Room and Storage with a Helideck located on top of the containers.",TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,14819,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2038122.10827447,786306.204296857
14824,COA1900048,PL_MJ_COA,6/6/2019 4:12:50 PM,APP,9/17/2019 2:23:34 PM,1907 West Club Boulevard - Addition,"115 sq ft rear addition, Deck, Garage, Fence
",GSMITH,KROSENBERG,APP,Approved,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,14824,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2023321.58522761,825078.910156235
14833,D1400403,PL_MINSP,12/30/2014 2:16:25 PM,APP,7/23/2015 3:14:15 PM,Tryon Distribution,"Construction of 88,544 sq ft warehouse building and parking for beverage distribution business",LEEDA,NIARO,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Nia Rodgers,nia.rodgers@durhamnc.gov,14833,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045657.85280573,794797.894531235
14834,D1700376,PL_MINSP,12/5/2017 3:34:05 PM,APP,6/8/2018 8:29:19 AM,Solis Patterson Place Apartments,347 unit apartment project (16 buildings and 3 garages).,JESSICADO,JESSICADO,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Jessica Dockery,Jessica.Dockery@durhamnc.gov,14834,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2005154.8758526,800563.976562485
14851,Z2000023,D_REZ,5/11/2020 12:00:00 AM,APP,1/25/2022 4:12:19 PM,Rosewalk Club Boulevard,Residential Development,AMANDAHO,MSTOCK,APP,Approved,D_REZ,Zoning Map Change,Michael Stock,Michael.Stock@durhamnc.gov,14851,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2028113.93952449,825641.684765607
14865,D1600194,PL_MINSP,7/19/2016 1:04:57 PM,APP,1/6/2017 11:20:23 AM,Alexander Industrial Park Building 1,"99,960 sq. ft. warehouse on 31 acres",LEEDA,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,14865,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2051375.7946026,788428.225781232
14870,D1600301,PL_MINSP,10/18/2016 9:57:45 AM,APP,10/9/2017 11:44:18 AM,Triangle 54 General Office,"360,000 sf office complex and associated infrastructure.",LEEDA,EMILYST,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Emily Struthers,Emily.Struthers@durhamnc.gov,14870,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2035082.09889948,783324.08007811
14877,D2100035,PL_MINSP,2/8/2021 4:03:52 PM,APP,9/14/2021 9:29:18 AM,Lumley Road Industrial,The construction of the flex industrial building with associated necessary infrastructure,DOUGWE,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,14877,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2055751.08327448,792248.498437479
14879,D0800012,PL_MINSP,1/2/2008 2:55:03 PM,APP,10/21/2008 1:57:44 PM,Shepherd's Flock Church,"Convert 4,754 square feet of existing buildings into a proposed church with 22 parking spaces on 0.544 acres zoned RU-5(2) and IL",DACIARE,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,14879,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2034460.97272761,817462.742968738
14882,COA1700074,PL_MJ_COA,8/29/2017 4:56:10 PM,APP,11/27/2017 4:40:02 PM,1306 Vickers Avenue,"*Will be making necessary updates to the interror & exterior.  Roof needs to be replaced. The windows are single pane; some do not open and most don't have screens. Would like to take care of some of these issues. *Home currently has a simple main gable roof along with a front ""attic gable."" Propose to remove the attic gable and replace it with a smaller covered proch to better match the scale of the exiosting front door opening. *Replace the existing vinyl siding on each end of the main roof gable with a cementitious fiberboard to better match contributing properties in the district. Plan to paint existing brick veneer light gray. *Replace the deteriorating wood windows with new windows in a 1 over 1 configuratation, described as acceptable under the Morehead Hill Historic Preservation Plan.",KIMRO,KROSENBERG,APP,Approved,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,14882,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025938.44811822,814014.958203107
14883,Z2300031,D_REZ,8/16/2023 4:30:38 PM,APP,12/31/2024 2:09:15 PM,Alford Tract,"Development of a townhome subdivision consisting of 100 lots. Development includes new drive access from Sherron Rd and Pembrook Dr, sidewalks, open space areas, water, sewer and stormwater control measures.",JOANNEG,ACAIN,APP,Approved,D_REZ,Zoning Map Change,Aaron Cain,Aaron.Cain@durhamnc.gov,14883,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2058716.20124324,807261.287499979
14887,D1400059,PL_SSP_SM,3/4/2014 5:23:08 PM,APP,8/22/2014 2:03:43 PM,PSNC North Durham CNG Fueling Station,"Asphalt turnaround, fueling island, compressors and above grade gas storage tanks.",DACIARE,JENNIFERL,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Jennifer Leaf,Jennifer.Leaf@durhamnc.gov,14887,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2037491.18210261,838187.761328101
14895,D2000145,PL_MINSP,6/22/2020 4:45:57 PM,APP,1/27/2021 10:54:32 PM,521 Mangum,Proposed 18 apartment unit condo project,JESSICADO,COURTNEYMC,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Courtney McQueen,Courtney.McQueen@durhamnc.gov,14895,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2030397.57663386,818770.684374988
14909,A1700007,PL_CPAA,4/11/2017 9:50:21 AM,APP,3/20/2018 12:04:29 PM,Page Park II,Plan Amendment associated with Z1700013. Request Commercial to Low-Medium Density Residential. ,DACIARE,JAMIESUN,APP,Approved,PL_CPAA,Comprehensive Plan Map or Plan Amendment,,,14909,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2050214.44929011,778620.366796851
14910,D1000124,PL_MINPP,6/14/2010 8:39:03 AM,APP,1/24/2013 2:49:02 PM,Midas Lane Subdivision,"10 lot single family conventional residential subdivision on 47.21 acres in Durham County at the Person County line zoned RR, M/LR-B watershed, Rural Tier, Neuse River Basin as an extension of Midas Lane and west of Halcyon Place.  Preliminary Plat approved by DRB on 12-21-2012 and signed by Alysai Bailey Taylor.",JEANETTEBR,GSHERRON,APP,Approved,PL_MINPP,Minor Preliminary Plat,,,14910,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2038023.03522761,904999.558984354
14916,D0900130,PL_SSP_SM,5/29/2009 9:33:26 AM,APP,8/31/2009 7:18:50 AM,FedEx Ground - Parking Expansion,Parking Expansion for trailer storage,JEANETTEBR,GSHERRON,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,14916,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2054429.24929011,788907.339843735
14928,D1600184,PL_MINSP,7/5/2016 2:32:46 PM,APP,10/11/2016 3:07:15 PM,Paradigm I Office Renovation,Relocated ADA parking spaces for paradigm I to meet current ADA regulation. ,KEAGANSA,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,14928,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2032015.41882135,782442.04101561
14933,D1500198,PL_MINSP,7/21/2015 10:36:04 AM,APP,2/22/2017 10:09:57 AM,355 Morehead Self-Storage,"89,500 sq. ft. Multi-story indoor self storage facility on 1.2 acres",KIMRO,EMILYST,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Emily Struthers,Emily.Struthers@durhamnc.gov,14933,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2028883.3446026,814879.328515604
14934,D1300164,PL_SSP_SM,6/6/2013 10:31:39 AM,APP,8/23/2013 10:31:54 AM,Gateway Terrace Plan Revisions,"Modify to add additional fast food restaurant and restaurant/retail building, elimination of parking under hotel and associated site changes.",LEEDA,LDARDEN,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,14934,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2002528.10007136,801909.349218726
14937,COA2400004,PL_MJ_COA,1/30/2024 1:34:41 PM,COM,3/21/2025 2:45:54 PM,614 Arnette-Add_Mod_Site Work,"The current renovation will include removing and adding rear additions, replacing front porch posts, replacing windows, and removing trees in the front and rear yards.",KIMRO,KROSENBERG,COM,Complete,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,14937,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025277.1852276,817423.760937482
14942,COA2400026,PL_MJ_COA,4/29/2024 10:38:08 AM,AP_CON,8/8/2024 10:14:03 PM,807  Parker St-Add_Site Work,"Create an additional bathroom and living facilities as well as improve structural integrity of existing building. Front stairs to be repaired and existed driveway to be demolished, regraded, and repaved to the street. ",KROSENBERG,KROSENBERG,AP_CON,Approved With Conditions,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,14942,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2025517.44889948,816226.037499979
14957,D0800031,PL_SSP_SM,2/11/2008 8:42:25 AM,APP,3/7/2008 2:12:39 PM,Maida  Vale Lots 57-58,Revision of Site plan  to adjust tree coverage-tree protection area on those lots and location of storm drainage easment.,JEANETTEBR,AKRAMER,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,14957,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,1999724.3211651,792864.71679686
14960,D1800164,PL_MINSP,5/22/2018 10:11:13 AM,APP,6/20/2019 9:16:33 AM,"TWC at Page Road, an IAR Project","11,000 SF two-story building for a place of worship and 22,000 three-story building for primary educational facility on 25.32 acres zoned RR and located at 3104 Page Road.",COLERE,DCULTRA,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,14960,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2053161.50671197,784907.078515604
14970,D1300354,PL_SSP_SM,12/3/2013 1:42:38 PM,APP,5/23/2014 2:57:07 PM,Durham Central Park-Mount Merrill,"Public park addition on 2.562 acres zoned DD-C, and located at 505 Rigsbee Ave",COLERE,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,14970,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2029367.03405572,819165.755078107
14973,Z2000041,D_REZ,10/9/2020 12:00:00 AM,APP,11/2/2021 11:57:42 AM,Latta Park,"Proposed development will be commercial general and planned development residential, and will include townhome residential and some commercial. Up to 55,000SF of commercial; residential at 9.906 units per acre are proposed (around 200 residential units total)",JOHNRA,ALEXCA,APP,Approved,D_REZ,Zoning Map Change,Alex Cahill,Alex.Cahill@durhamnc.gov,14973,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2021143.4930401,847486.749609351
14977,D2200001,PL_MINSP,1/3/2022 9:24:43 AM,APP,6/9/2022 1:36:19 PM,Fowler Tract - Mass Grading,Level 4 Site plan for Mass Grading associated with development,AMANDAHO,ROBINSH,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Robin Schultze,Robin.Schultze@durhamnc.gov,14977,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2063424.77663386,802406.028906226
14979,Z2200045,D_REZ,8/16/2022 4:09:13 PM,APP,12/10/2024 10:29:33 AM,602 N Hoover Road Rezoning,General Rezoning,GSMITH,ALEXCA,APP,Approved,D_REZ,Zoning Map Change,Alex Cahill,Alex.Cahill@durhamnc.gov,14979,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2041868.23913385,818809.557812482
14981,D1200084,PL_SSP_SM,5/8/2012 9:03:40 AM,APP,9/7/2012 10:14:43 AM,NC Ice House at Triangle Square Shopping Center,New 200 sq. ft. modular ice house in existing shopping center parking lot.,JEANETTEBR,LDARDEN,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,14981,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2030881.89304011,782393.973437488
14986,COA1600094,PL_MJ_COA,9/23/2016 7:35:25 AM,APP,11/4/2016 11:32:37 PM,1105 Iredell Street - Modifications and Site Work,"Modifications to the exterior of the house, including replacement windows, siding and porch columns and addition of a rear screened porch",KROSENBERG,KROSENBERG,APP,Approved,PL_MJ_COA,Major COA,Karla Rosenberg,Karla.Rosenberg@durhamnc.gov,14986,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2023426.6227276,824675.319140613
14991,A1300003,PL_CPAA,3/12/2013 12:58:18 PM,APP,8/6/2013 8:23:26 AM,Rustica Oaks Subdivision,Low Density Residential to Low-Medium Density Residential,HJACOBSON,LWOODS,APP,Approved,PL_CPAA,Comprehensive Plan Map or Plan Amendment,,,14991,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2035269.85163386,799852.010156229
15007,COA1100054,PL_MJ_COA,8/8/2011 11:44:15 AM,APP,9/19/2011 5:02:57 PM,814 Berkeley Avenue - Renovation,Renovation of property,LMILLER,LMILLER,APP,Approved,PL_MJ_COA,Major COA,Lisa Miller,Lisa.Miller@durhamnc.gov,15007,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2024975.91257136,822866.937499985
15009,D1500167,PL_MINSP,6/16/2015 3:29:51 PM,APP,8/3/2016 8:49:13 AM,Yates Baptist Church Expansion,"1909 sq. ft. expansion of existing place of worship, additional parking and stormwater management facility on adjacent parcels",LEEDA,EMILYST,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Emily Struthers,Emily.Struthers@durhamnc.gov,15009,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2018783.08991511,809154.812109351
15010,D1600151,PL_SSP_SM,5/31/2016 9:58:06 AM,APP,11/2/2016 2:00:55 PM,American Tobacco Trail Parking Lot,Create a gravel parking lot.,JUNEMA,EMILYST,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Emily Struthers,Emily.Struthers@durhamnc.gov,15010,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2019215.03718074,775479.98632811
15011,D2000294,PL_MINSP,12/3/2020 12:34:27 PM,APP,4/20/2022 11:21:16 AM,Arlene Pointe,"This project includes 24 single family lots with associated streets,sidewalks,utilities,grading,stormwater and landscaping",TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,15011,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2035992.59733698,834332.547656238
15018,D1100122,PL_MINSP,6/28/2011 8:35:00 AM,APP,11/15/2011 8:39:53 AM,R.N. Harris Elementary School Improvements,"5,121 sq ft building addition, sidewalks, courtyard, playfield, for existing elementary school facility on 1.15 acres of 21.36 acre site zoned RU-5 and RU-5(2) located at 1520 Cooper Street",DACIARE,MSTOCK,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Michael Stock,Michael.Stock@durhamnc.gov,15018,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2034391.2633526,808126.155859351
15024,D2200427,PL_MINSP,12/19/2022 2:57:43 PM,APP,10/12/2023 10:52:13 PM,NHA - Oak Charter Academy,"New one-story K-8 Public Charter School (42,316 s.f.) that will serve 772 students. ",TDANNER,ROBINSH,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Robin Schultze,Robin.Schultze@durhamnc.gov,15024,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2045658.52702448,828467.04882811
15025,D2300082,PL_MINSP,3/17/2023 2:31:18 PM,APP,7/25/2023 4:39:22 PM,Blocks B & C at Hub RTP,Addition of new building on block A2-3 and associated infrastructure. Increasing overall units from 366 to 406. ,TREYFI,TREYFI,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Trey Figueroa,Trey.Figueroa@durhamnc.gov,15025,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2040689.95671198,779560.857812479
15034,Z0800025,D_REZ,7/14/2008 10:48:27 AM,APP,4/23/2009 3:27:28 PM,Pleasant Grove Church Road Warehouse,Parking for warehouse use,JOANNEG,,APP,Approved,D_REZ,Zoning Map Change,,,15034,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2052844.38757135,778179.055078104
15038,D1400020,PL_SSP_SM,1/28/2014 12:47:24 PM,APP,3/4/2014 5:50:29 PM,Cree Outdoor Lighting Lab,"10,000 sq ft fenced research station for testing lighting fixtures; new building size 500 sq ft.",KEAGANSA,DCULTRA,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,Danny Cultra,Danny.Cultra@durhamnc.gov,15038,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2047515.04343073,782174.824218735
15052,D2300126,PL_MINSP,5/9/2023 10:11:05 AM,APP,9/26/2023 9:39:45 AM,Blue Jay: Phase 2,"Phase 2 of Blue Jay Construction including but not limited to; DAP & CUP building expansions, SE parking lot expansion, associated grading, and utility infrastructure improvements. ",COLERE,COLERE,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,Cole Renigar,Cole.Renigar@durhamnc.gov,15052,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2038187.42507136,796514.496484354
15057,D0900191,PL_SSP_SM,8/10/2009 1:46:20 PM,APP,10/19/2010 3:48:18 PM,Carolina Outreach,"Alterations to parking lot, added 8 bicycle racks, shelter over patio, added new dumpster to an existing building on a 1.914 acre site zoned CG and RS-M proposed to be CG(D)",JEANETTEBR,GSHERRON,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,15057,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2020462.33600886,809889.690234363
15062,D1200249,PL_SSP_SM,10/9/2012 10:08:50 AM,APP,5/2/2013 4:29:17 PM,Imperial Point II Amendment,"Minor amendments to approved site plan for retail and restaurant use on 9.69 acres zoned IP, and located at 5416 Page Road",JEANETTEBR,LHODGES,APP,Approved,PL_SSP_SM,Level 3 - Administrative Site Plan,,,15062,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2044889.87780572,774750.409374982
15073,D1000191,PL_MINSP,8/26/2010 7:52:09 AM,APP,10/22/2010 2:15:06 PM,"Medicago USA, Inc - formerly Project Flower","54,775 sf lab, 11,092 sf office, 25,650 sf greenhouse proposed on 21.72 acres zoned SRP, in the Cape Fear River Basin and Suburban Tier",JEANETTEBR,GSHERRON,APP,Approved,PL_MINSP,Level 4 - Administrative Site Plan,,,15073,5/22/2025 6:40:01 AM,gisproc_sys,5/22/2025 6:40:01 AM,gisproc_sys,2034215.58405574,781051.131640613
